PaperID,PaperDiscipline,StudentLevel,StudentGender,SpeakerStatus,PaperType,CharacterTypes,CitationAuthority,CitationControversy,CitationHedged,CitationNeutral,ConfidenceHedged,ConfidenceHigh,ConfidenceLow,ExpertVocabulary,InformationComparison,InformationQuantities,MethodsResultsDiscussion,PurposePlan,ReaderDirectedMetadiscourse,ReaderDirectedMetadiscourseFP,Reasoning
MEC.G1.05.1,Mechanical Engineering,First Year Graduate,F,NNS,ResearchPaper,0.056,0.000,0.000,0.000,0.169,0.844,0.112,0.000,11.530,1.350,1.631,0.787,0.225,1.125,0.000,1.575
MEC.G1.05.2,Mechanical Engineering,First Year Graduate,F,NNS,Report,0.034,0.479,0.034,0.000,0.240,0.514,0.240,0.000,10.784,3.013,0.787,1.267,1.061,1.643,0.000,1.541
MEC.G1.06.1,Mechanical Engineering,First Year Graduate,M,NS,ResearchPaper,0.053,0.000,0.053,0.000,0.106,0.158,0.106,0.000,6.125,0.475,2.904,1.267,0.422,0.686,0.106,0.370
MEC.G1.07.1,Mechanical Engineering,First Year Graduate,M,NS,ResearchPaper,0.550,0.032,0.016,0.000,0.081,0.809,0.259,0.000,6.638,0.923,1.441,0.858,0.648,1.829,0.210,1.797
MEC.G1.08.1,Mechanical Engineering,First Year Graduate,F,NS,Report,0.517,0.207,0.026,0.000,0.026,0.802,0.310,0.000,6.442,1.216,1.837,0.362,0.414,1.216,0.000,1.138
MEC.G1.09.1,Mechanical Engineering,First Year Graduate,F,NNS,Report,0.841,0.091,0.000,0.000,0.104,0.479,0.168,0.000,6.238,0.776,1.644,0.453,0.971,1.307,0.078,1.941
MEC.G2.01.1,Mechanical Engineering,Second Year Graduate,M,NNS,ResearchPaper,0.000,0.098,0.000,0.000,0.294,0.588,0.147,0.000,11.912,2.108,1.373,0.196,0.490,0.833,0.539,1.814
MEC.G2.03.1,Mechanical Engineering,Second Year Graduate,M,NNS,ResearchPaper,0.073,0.218,0.000,0.000,0.036,0.508,0.290,0.000,6.749,0.980,1.742,0.617,1.052,1.379,0.000,1.560
MEC.G2.04.1,Mechanical Engineering,Second Year Graduate,M,NS,ResearchPaper,0.194,0.000,0.000,0.000,0.039,0.503,0.426,0.000,6.969,0.774,1.394,0.465,0.774,1.510,0.000,1.355
MEC.G3.01.1,Mechanical Engineering,Third Year Graduate,M,NNS,ResearchPaper,1.172,0.100,0.050,0.000,0.075,0.973,0.249,0.000,10.399,1.147,0.798,0.574,0.773,1.147,0.025,1.870
MEC.G3.02.1,Mechanical Engineering,Third Year Graduate,M,NS,Report,0.054,0.000,0.107,0.000,0.000,0.857,0.589,0.000,10.011,1.392,1.820,0.964,0.428,1.606,0.107,1.660
MEC.G3.03.1,Mechanical Engineering,Third Year Graduate,M,NNS,Report,0.108,0.162,0.000,0.000,0.000,0.378,0.270,0.000,13.730,0.703,1.189,0.432,0.432,2.000,0.000,1.243
NRE.G0.01.1,Natural Resources,Final Year Undergraduate,F,NS,ResearchPaper,0.559,0.265,0.000,0.029,0.088,1.206,0.206,0.000,6.851,1.382,0.706,0.559,0.882,1.147,0.029,1.647
NRE.G0.02.1,Natural Resources,Final Year Undergraduate,M,NS,Essay,0.623,0.000,0.000,0.000,0.467,0.935,0.000,0.000,4.206,1.402,1.246,0.000,0.623,0.779,0.000,1.558
NRE.G0.02.2,Natural Resources,Final Year Undergraduate,M,NS,Critique,0.634,0.000,0.000,0.000,0.423,1.480,0.423,0.000,4.651,0.423,0.634,0.000,1.268,1.903,0.000,3.594
NRE.G0.02.3,Natural Resources,Final Year Undergraduate,M,NS,Critique,1.697,0.242,0.121,0.000,0.000,0.848,0.970,0.000,5.818,2.061,2.667,0.000,0.242,1.818,0.000,1.333
NRE.G0.03.1,Natural Resources,Final Year Undergraduate,M,NS,Essay,1.797,0.090,0.000,0.000,0.180,1.707,0.270,0.000,6.739,0.988,0.449,0.000,1.797,1.438,0.000,1.168
NRE.G0.03.2,Natural Resources,Final Year Undergraduate,M,NS,ResearchPaper,0.103,0.207,0.000,0.000,0.103,0.724,0.207,0.000,6.311,1.138,1.655,0.776,1.190,1.242,0.000,1.862
NRE.G0.04.1,Natural Resources,Final Year Undergraduate,F,NS,CreativeWriting,0.583,0.032,0.000,0.000,0.032,0.453,0.615,0.000,2.816,1.004,0.518,0.129,0.162,1.910,0.000,0.453
NRE.G0.05.1,Natural Resources,Final Year Undergraduate,F,NS,Report,1.696,0.103,0.283,0.000,0.154,0.668,0.591,0.026,5.166,0.797,0.848,0.077,0.617,1.799,0.026,0.771
NRE.G0.06.1,Natural Resources,Final Year Undergraduate,M,NS,Report,1.111,0.046,0.093,0.000,0.046,0.741,0.324,0.023,4.329,1.458,0.347,0.093,0.370,2.060,0.000,1.343
NRE.G0.07.1,Natural Resources,Final Year Undergraduate,F,NS,Report,1.222,0.132,0.033,0.000,0.165,0.925,0.496,0.000,8.094,0.991,1.156,0.099,0.363,1.916,0.000,2.180
NRE.G0.08.1,Natural Resources,Final Year Undergraduate,F,NNS,Report,1.632,0.053,0.000,0.000,0.053,1.000,0.105,0.000,6.632,0.632,0.526,0.053,0.632,1.632,0.053,1.421
NRE.G0.09.1,Natural Resources,Final Year Undergraduate,F,NS,Report,0.000,0.156,0.000,0.000,0.000,1.555,0.311,0.000,6.221,1.244,0.311,0.156,0.467,2.333,0.000,1.711
NRE.G0.10.1,Natural Resources,Final Year Undergraduate,M,NS,Critique,0.077,0.000,0.077,0.000,0.000,0.846,0.462,0.000,4.923,0.615,0.308,0.154,0.000,2.462,0.000,1.769
NRE.G0.11.1,Natural Resources,Final Year Undergraduate,M,NS,Essay,0.133,0.000,0.000,0.000,0.133,0.598,0.399,0.000,7.713,1.064,1.197,0.199,0.266,0.798,0.199,2.460
NRE.G1.01.1,Natural Resources,First Year Graduate,M,NS,Report,0.909,0.138,0.110,0.000,0.083,0.964,0.303,0.028,3.939,0.441,1.791,0.110,1.157,1.460,0.000,1.240
NRE.G1.02.1,Natural Resources,First Year Graduate,F,NS,Essay,1.956,0.050,0.000,0.000,0.000,0.451,0.301,0.050,7.071,1.153,0.150,0.351,0.401,1.906,0.050,1.304
NRE.G1.03.1,Natural Resources,First Year Graduate,F,NS,Report,0.210,0.140,0.000,0.140,0.280,0.420,0.280,0.000,5.245,0.629,0.769,0.280,0.769,1.399,0.000,1.189
NRE.G1.04.1,Natural Resources,First Year Graduate,M,NS,Report,1.472,0.127,0.051,0.000,0.152,0.279,0.431,0.000,5.126,0.939,0.406,0.330,0.558,1.624,0.000,1.522
NRE.G1.05.1,Natural Resources,First Year Graduate,M,NNS,Report,1.234,0.090,0.247,0.090,0.067,0.516,0.494,0.000,6.127,0.516,1.548,0.045,0.561,1.212,0.090,1.414
NRE.G1.06.1,Natural Resources,First Year Graduate,F,NS,Report,1.098,0.026,0.000,0.000,0.183,0.758,0.235,0.026,5.306,1.176,0.706,0.680,0.915,1.255,0.000,1.019
NRE.G1.07.1,Natural Resources,First Year Graduate,F,NS,Report,0.793,0.044,0.044,0.000,0.044,0.749,0.264,0.000,7.052,0.661,0.309,0.088,0.397,1.278,0.000,1.322
NRE.G1.08.1,Natural Resources,First Year Graduate,F,NS,Report,1.633,0.000,0.000,0.000,0.136,0.136,0.000,0.000,5.986,1.361,2.177,0.136,0.272,0.952,0.000,0.816
NRE.G1.09.1,Natural Resources,First Year Graduate,F,NS,Report,1.479,0.000,0.144,0.000,0.000,0.685,0.577,0.000,4.147,1.587,1.082,0.216,0.577,1.190,0.072,1.226
NRE.G1.10.1,Natural Resources,First Year Graduate,M,NS,Proposal,0.451,0.000,0.000,0.000,0.180,0.721,0.000,0.000,12.985,0.902,0.000,0.631,1.443,1.082,0.000,1.172
NRE.G1.10.2,Natural Resources,First Year Graduate,M,NS,Report,0.050,0.050,0.000,0.000,0.000,0.800,0.400,0.000,6.603,1.601,0.500,1.001,0.200,1.851,0.000,1.401
NRE.G1.11.1,Natural Resources,First Year Graduate,F,NS,Report,0.098,0.000,0.000,0.000,0.000,0.683,0.341,0.049,6.192,2.438,0.536,1.024,0.146,1.219,0.146,1.950
NRE.G1.12.1,Natural Resources,First Year Graduate,M,NS,Report,0.199,0.036,0.000,0.000,0.018,0.797,0.471,0.000,7.319,0.996,1.159,0.163,0.380,1.721,0.072,1.630
NRE.G1.14.1,Natural Resources,First Year Graduate,F,NS,Report,2.652,0.226,0.169,0.000,0.113,0.282,0.451,0.000,4.120,0.451,0.790,0.056,0.451,1.129,0.000,1.411
NRE.G1.14.2,Natural Resources,First Year Graduate,F,NS,Critique,0.756,0.108,0.000,0.000,0.000,0.432,0.216,0.000,5.616,1.296,0.108,0.000,1.080,1.404,0.108,1.296
NRE.G1.15.1,Natural Resources,First Year Graduate,F,NS,Report,0.361,0.060,0.000,0.000,0.060,0.963,0.632,0.000,6.320,1.083,0.572,0.120,0.782,1.806,0.000,1.384
NRE.G1.15.2,Natural Resources,First Year Graduate,F,NS,Report,1.159,0.463,0.000,0.000,0.000,1.506,0.695,0.000,6.257,0.695,0.348,0.348,0.463,1.738,0.000,1.159
NRE.G1.16.1,Natural Resources,First Year Graduate,F,NS,Report,1.219,0.051,0.203,0.000,0.152,0.635,0.279,0.000,2.717,0.736,0.736,0.025,0.609,0.965,0.000,0.838
NRE.G1.17.1,Natural Resources,First Year Graduate,F,NS,Report,2.801,0.075,0.000,0.000,0.019,0.752,0.771,0.000,3.872,0.865,0.395,0.094,0.263,1.541,0.263,0.808
NRE.G1.18.1,Natural Resources,First Year Graduate,M,NS,ResearchPaper,0.088,0.264,0.000,0.044,0.000,0.967,0.748,0.000,5.233,1.759,1.583,0.352,0.660,1.847,0.000,2.463
NRE.G1.18.2,Natural Resources,First Year Graduate,M,NS,Report,0.429,0.000,0.000,0.000,0.143,0.573,0.334,0.000,4.914,1.527,2.147,0.000,0.191,1.765,0.000,2.242
NRE.G1.19.1,Natural Resources,First Year Graduate,M,NS,Report,1.695,0.000,0.000,0.000,0.282,0.000,0.282,0.000,3.955,0.000,0.282,0.000,0.847,2.542,0.000,0.565
NRE.G1.20.1,Natural Resources,First Year Graduate,M,NS,ResearchPaper,0.065,0.065,0.000,0.000,0.000,0.647,0.388,0.000,9.903,1.683,1.618,0.712,1.424,0.971,0.000,1.748
NRE.G1.21.1,Natural Resources,First Year Graduate,F,NS,ResearchPaper,1.386,0.224,0.000,0.000,0.045,1.029,0.358,0.000,5.143,0.984,0.984,0.447,0.939,1.655,0.000,1.386
NRE.G1.22.1,Natural Resources,First Year Graduate,F,NS,Report,2.596,0.113,0.000,0.000,0.000,0.903,0.282,0.000,4.853,1.242,0.226,0.169,0.282,1.524,0.169,1.411
NRE.G1.22.2,Natural Resources,First Year Graduate,F,NS,Essay,0.000,0.232,0.116,0.000,0.232,0.929,0.581,0.000,8.595,0.813,0.348,0.813,1.394,1.858,0.000,2.671
NRE.G1.23.1,Natural Resources,First Year Graduate,F,NS,Report,1.442,0.107,0.053,0.000,0.107,1.922,0.641,0.267,5.179,1.014,0.214,0.320,0.427,1.335,0.053,1.922
NRE.G1.24.1,Natural Resources,First Year Graduate,M,NS,Report,0.257,0.103,0.051,0.000,0.463,1.287,0.412,0.051,8.646,1.029,1.029,0.515,0.051,1.904,0.000,2.367
NRE.G1.24.2,Natural Resources,First Year Graduate,M,NS,Report,1.094,0.043,0.000,0.000,0.129,0.644,0.773,0.000,4.034,0.494,0.773,0.021,0.365,1.202,0.043,1.567
NRE.G1.25.1,Natural Resources,First Year Graduate,F,NS,Report,0.988,0.026,0.104,0.026,0.052,0.468,0.156,0.000,3.222,0.520,0.650,0.052,0.442,0.650,0.000,1.143
NRE.G1.26.1,Natural Resources,First Year Graduate,F,NS,Report,3.106,0.000,0.000,0.000,0.000,0.373,0.124,0.000,5.342,0.497,0.745,0.124,0.373,2.236,0.000,0.870
NRE.G1.27.1,Natural Resources,First Year Graduate,M,NS,ResearchPaper,0.711,0.000,0.000,0.000,0.084,0.251,0.251,0.000,6.067,2.176,2.176,0.251,0.837,1.088,0.084,1.674
NRE.G1.27.2,Natural Resources,First Year Graduate,M,NS,ResearchPaper,1.184,0.142,0.000,0.000,0.000,0.379,0.189,0.000,6.108,1.042,1.278,0.568,0.758,1.042,0.000,1.657
NRE.G1.27.3,Natural Resources,First Year Graduate,M,NS,Report,0.246,0.246,0.000,0.000,0.000,0.554,0.369,0.000,5.292,0.738,1.292,0.062,0.738,1.846,0.000,0.923
NRE.G1.27.4,Natural Resources,First Year Graduate,M,NS,ResearchPaper,0.101,0.202,0.000,0.000,0.050,0.454,0.202,0.000,8.518,1.058,1.764,0.504,1.008,1.008,0.151,1.260
NRE.G1.28.1,Natural Resources,First Year Graduate,F,NS,Proposal,1.811,0.088,0.000,0.000,0.000,0.496,0.613,0.029,8.090,0.584,0.643,0.321,0.876,1.110,0.088,0.847
NRE.G1.29.1,Natural Resources,First Year Graduate,F,NNS,Report,3.412,0.118,0.050,0.000,0.151,0.840,0.655,0.000,5.513,1.412,0.773,0.286,0.739,2.118,0.101,2.286
NRE.G1.30.1,Natural Resources,First Year Graduate,F,NS,Report,0.210,0.000,0.053,0.000,0.158,1.104,0.736,0.000,4.784,0.894,0.158,0.315,0.263,2.208,0.210,1.420
NRE.G1.31.1,Natural Resources,First Year Graduate,F,NNS,Essay,1.650,0.000,0.081,0.027,0.054,1.704,0.730,0.054,4.083,0.676,0.189,0.000,0.541,1.731,0.000,1.920
NRE.G2.01.1,Natural Resources,Second Year Graduate,M,NS,Critique,0.674,0.000,0.000,0.000,0.056,0.562,0.674,0.000,3.202,1.292,0.449,0.112,1.180,1.404,0.112,1.180
NRE.G2.02.1,Natural Resources,Second Year Graduate,F,NS,Report,1.827,0.000,0.000,0.000,0.238,0.794,0.318,0.000,5.878,0.953,0.159,0.079,0.635,1.191,0.079,0.477
NRE.G2.03.1,Natural Resources,Second Year Graduate,M,NS,Report,0.630,0.043,0.087,0.000,0.043,0.608,0.369,0.022,5.127,0.912,1.151,0.022,0.413,1.738,0.000,1.065
NRE.G2.04.1,Natural Resources,Second Year Graduate,F,NS,Report,0.952,0.127,0.000,0.000,0.063,0.190,0.127,0.000,4.825,0.317,1.206,0.000,0.635,1.206,0.000,1.143
NRE.G2.05.1,Natural Resources,Second Year Graduate,M,NS,Report,1.933,0.075,0.131,0.000,0.113,0.450,0.338,0.000,4.580,0.976,0.938,0.150,0.488,1.164,0.019,0.619
NRE.G2.07.1,Natural Resources,Second Year Graduate,F,NS,ResearchPaper,0.436,0.109,0.000,0.000,0.000,0.654,0.218,0.000,7.734,1.198,0.327,0.436,1.307,2.179,0.109,2.179
NRE.G2.08.1,Natural Resources,Second Year Graduate,F,NNS,Report,0.348,0.174,0.174,0.000,0.000,1.043,0.000,0.000,6.261,0.522,0.000,0.000,0.696,1.391,0.000,1.391
NRE.G3.01.1,Natural Resources,Third Year Graduate,M,NS,ResearchPaper,0.139,0.055,0.000,0.000,0.083,0.693,0.388,0.000,7.899,1.053,1.109,0.527,0.693,1.663,0.000,1.469
NRE.G3.02.1,Natural Resources,Third Year Graduate,F,NS,Essay,0.946,0.065,0.000,0.000,0.065,0.620,0.424,0.000,4.894,0.587,1.501,0.000,0.750,1.370,0.033,1.631
NUR.G0.01.1,Nursing,Final Year Undergraduate,F,NS,Essay,3.433,0.236,0.021,0.021,0.043,0.708,0.279,0.000,4.506,0.815,0.601,0.172,0.408,1.202,0.000,1.738
NUR.G0.02.1,Nursing,Final Year Undergraduate,F,NS,Report,2.107,0.099,0.011,0.000,0.241,0.691,0.450,0.011,5.092,0.417,0.911,0.110,0.362,1.767,0.022,0.922
NUR.G0.03.1,Nursing,Final Year Undergraduate,F,NNS,Essay,3.976,0.201,0.120,0.000,0.000,0.321,0.482,0.000,3.253,1.124,1.124,0.201,0.602,1.205,0.000,2.169
NUR.G0.04.1,Nursing,Final Year Undergraduate,F,NNS,Essay,4.825,0.243,0.000,0.000,0.069,0.937,0.382,0.035,6.178,1.458,0.312,0.104,0.729,2.221,0.104,2.534
NUR.G0.05.1,Nursing,Final Year Undergraduate,F,NS,Report,1.618,0.172,0.034,0.000,0.103,0.998,0.482,0.000,7.332,0.585,0.929,0.034,0.516,1.549,0.034,1.652
NUR.G0.06.1,Nursing,Final Year Undergraduate,F,NS,Report,3.987,0.000,0.000,0.000,0.221,1.052,0.249,0.000,5.786,1.412,0.941,0.028,0.360,1.744,0.000,1.495
NUR.G0.07.1,Nursing,Final Year Undergraduate,F,NS,Report,4.941,0.000,0.000,0.029,0.231,0.636,1.040,0.000,3.958,0.636,0.953,0.578,0.722,1.791,0.000,2.254
NUR.G0.08.1,Nursing,Final Year Undergraduate,F,NS,Report,2.169,0.271,0.000,0.000,0.167,0.605,0.229,0.000,4.964,0.542,0.459,0.042,0.563,2.023,0.063,1.397
NUR.G0.09.1,Nursing,Final Year Undergraduate,F,NS,Report,2.344,0.083,0.028,0.000,0.055,0.662,0.496,0.000,5.240,1.048,0.662,0.248,0.662,1.241,0.055,2.317
NUR.G0.10.1,Nursing,Final Year Undergraduate,F,NS,Report,2.111,0.041,0.021,0.000,0.207,0.704,0.373,0.000,6.850,1.283,0.973,0.062,0.683,1.842,0.000,1.221
NUR.G0.11.1,Nursing,Final Year Undergraduate,F,NS,Report,2.875,0.306,0.015,0.000,0.550,0.657,0.245,0.015,6.101,1.024,0.963,0.550,0.734,1.957,0.015,1.193
NUR.G0.12.1,Nursing,Final Year Undergraduate,F,NS,Proposal,2.619,0.105,0.000,0.000,0.052,1.100,0.471,0.000,7.596,0.943,1.572,0.105,0.891,2.095,0.000,1.467
NUR.G0.13.1,Nursing,Final Year Undergraduate,F,NS,ResearchPaper,3.510,0.086,0.000,0.000,0.128,1.199,0.642,0.000,7.235,0.728,2.226,0.514,1.156,1.070,0.000,1.370
NUR.G0.14.1,Nursing,Final Year Undergraduate,F,NS,Report,2.257,0.093,0.062,0.093,0.000,0.495,0.588,0.000,5.411,0.928,1.237,0.124,0.804,2.010,0.000,1.515
NUR.G0.15.1,Nursing,Final Year Undergraduate,F,NS,Essay,2.969,0.207,0.094,0.000,0.207,0.545,0.526,0.019,5.806,0.996,0.770,0.169,0.695,1.635,0.000,1.578
NUR.G0.15.2,Nursing,Final Year Undergraduate,F,NS,ResearchPaper,2.234,0.109,0.000,0.000,0.054,0.627,0.327,0.027,5.559,0.899,0.627,0.136,1.362,1.689,0.000,1.308
NUR.G0.16.1,Nursing,Final Year Undergraduate,F,NS,Report,5.237,0.494,0.099,0.000,0.296,0.329,0.494,0.000,4.545,1.318,0.494,0.033,0.758,1.515,0.000,2.042
NUR.G0.17.1,Nursing,Final Year Undergraduate,F,NS,Essay,4.999,0.081,0.054,0.000,0.081,0.838,0.703,0.027,4.566,0.946,0.648,0.108,0.594,1.972,0.000,1.486
NUR.G1.01.1,Nursing,First Year Graduate,F,NNS,Report,1.395,0.077,0.000,0.026,0.155,1.137,0.310,0.000,6.407,0.697,0.465,0.827,0.801,2.351,0.077,2.273
NUR.G1.02.1,Nursing,First Year Graduate,F,NS,Report,2.970,0.099,0.000,0.000,0.297,1.089,0.297,0.000,7.426,1.188,0.396,0.297,0.693,2.178,0.000,1.980
NUR.G1.02.2,Nursing,First Year Graduate,F,NS,Report,3.513,0.084,0.000,0.000,0.335,0.878,0.544,0.000,5.395,0.753,0.544,0.125,0.753,2.509,0.000,2.008
NUR.G1.03.1,Nursing,First Year Graduate,M,NS,Report,2.175,0.259,0.052,0.000,0.052,0.570,0.311,0.000,9.166,0.725,1.346,0.155,0.829,1.243,0.000,1.657
NUR.G1.04.1,Nursing,First Year Graduate,F,NNS,Report,1.904,0.076,0.000,0.000,0.152,0.457,0.762,0.000,8.987,0.990,0.533,0.381,0.914,2.209,0.000,2.056
NUR.G1.04.2,Nursing,First Year Graduate,F,NNS,Report,3.662,0.094,0.094,0.000,0.000,0.282,0.469,0.000,9.108,0.845,0.094,0.376,0.939,2.535,0.000,1.502
NUR.G1.05.1,Nursing,First Year Graduate,F,NS,Report,2.366,0.526,0.473,0.000,0.053,0.473,0.315,0.000,6.467,0.789,1.262,0.578,0.894,1.577,0.000,2.208
NUR.G1.06.1,Nursing,First Year Graduate,F,NS,Report,3.774,0.065,0.000,0.000,0.032,0.355,0.161,0.097,6.839,0.935,0.323,0.516,0.516,1.452,0.000,1.742
NUR.G1.07.1,Nursing,First Year Graduate,F,NNS,Essay,5.565,0.034,0.034,0.000,0.101,0.944,0.270,0.000,4.722,0.843,0.573,0.304,0.776,1.619,0.000,1.585
NUR.G1.08.1,Nursing,First Year Graduate,F,NS,Report,4.405,0.031,0.061,0.000,0.031,1.468,0.306,0.000,4.099,0.979,0.673,0.306,0.398,2.539,0.000,1.071
NUR.G2.01.1,Nursing,Second Year Graduate,F,NS,Report,3.073,0.024,0.048,0.000,0.387,0.605,0.653,0.000,3.049,0.702,0.702,0.508,0.460,1.597,0.339,0.823
NUR.G2.02.1,Nursing,Second Year Graduate,F,NS,Report,3.193,0.059,0.020,0.020,0.550,0.639,0.442,0.010,3.900,0.914,0.688,0.098,0.354,1.729,0.147,1.297
NUR.G2.03.1,Nursing,Second Year Graduate,F,NNS,Report,1.043,0.000,0.000,0.000,0.183,0.934,0.421,0.000,6.571,0.696,0.275,0.037,0.348,1.922,0.018,1.080
NUR.G2.03.2,Nursing,Second Year Graduate,F,NNS,Proposal,2.057,0.133,0.033,0.000,0.100,0.531,0.066,0.000,5.043,0.232,0.564,0.066,0.265,1.460,0.000,1.194
NUR.G2.03.3,Nursing,Second Year Graduate,F,NNS,Proposal,5.081,0.173,0.000,0.000,0.058,0.786,0.115,0.038,8.014,1.093,0.326,0.479,0.690,1.668,0.000,1.917
NUR.G2.03.4,Nursing,Second Year Graduate,F,NNS,Report,4.910,0.156,0.022,0.022,0.156,0.444,0.289,0.089,6.510,1.044,0.533,0.200,0.555,1.200,0.000,1.466
NUR.G2.04.1,Nursing,Second Year Graduate,F,NS,Report,0.987,0.082,0.000,0.000,0.535,0.247,0.617,0.000,7.319,0.452,0.822,0.946,0.699,1.645,0.041,1.439
NUR.G2.05.1,Nursing,Second Year Graduate,F,NNS,Report,3.531,0.466,0.039,0.078,0.116,1.087,0.466,0.039,7.451,0.893,0.776,0.194,0.815,1.669,0.000,1.358
NUR.G3.01.1,Nursing,Third Year Graduate,F,NS,Proposal,2.538,0.148,0.089,0.000,0.148,0.797,0.177,0.000,7.320,0.738,0.531,0.590,1.063,2.155,0.000,1.505
NUR.G3.02.1,Nursing,Third Year Graduate,F,NS,Report,4.529,0.178,0.000,0.000,0.089,1.066,0.799,0.000,2.753,0.799,0.089,0.000,0.622,2.131,0.000,1.155
NUR.G3.03.1,Nursing,Third Year Graduate,F,NS,Report,4.785,0.334,0.000,0.018,0.088,0.862,0.246,0.000,8.531,1.460,1.266,0.721,1.266,1.196,0.000,1.513
NUR.G3.04.1,Nursing,Third Year Graduate,F,NS,Report,1.211,0.053,1.001,0.053,0.369,1.369,0.263,0.000,7.320,0.895,0.316,0.158,0.527,1.948,0.053,1.843
NUR.G3.05.1,Nursing,Third Year Graduate,F,NS,ResearchPaper,3.283,0.089,0.030,0.045,0.163,0.906,0.490,0.000,7.591,0.817,1.797,0.550,0.564,1.901,0.000,1.203
NUR.G3.06.1,Nursing,Third Year Graduate,F,NNS,Proposal,3.341,0.000,0.000,0.000,0.086,0.664,0.321,0.000,7.196,0.278,0.685,0.685,0.878,1.713,0.000,1.092
PHI.G0.01.1,Philosophy,Final Year Undergraduate,F,NS,Critique,1.614,0.052,0.364,0.052,0.312,1.197,0.625,0.156,3.071,0.469,0.625,0.000,0.573,2.395,0.208,2.707
PHI.G0.02.1,Philosophy,Final Year Undergraduate,M,NS,Critique,0.885,0.000,0.575,0.000,0.000,1.415,0.619,0.000,5.086,1.460,0.796,0.044,0.265,3.008,0.177,1.371
PHI.G0.02.2,Philosophy,Final Year Undergraduate,M,NS,Critique,0.166,0.055,0.332,0.055,0.332,1.161,0.884,0.055,8.734,1.327,0.221,0.000,0.166,3.317,0.055,1.603
PHI.G0.02.3,Philosophy,Final Year Undergraduate,M,NS,Report,0.279,0.232,0.325,0.000,0.093,0.929,1.068,0.000,9.703,0.743,1.161,0.046,0.232,3.250,0.418,3.110
PHI.G0.03.1,Philosophy,Final Year Undergraduate,F,NS,Report,2.582,0.202,0.081,0.000,0.323,1.089,0.928,0.000,7.100,0.726,0.524,0.040,0.202,2.703,0.081,1.896
PHI.G0.04.1,Philosophy,Final Year Undergraduate,M,NS,Report,2.444,0.131,1.353,0.087,0.131,1.309,0.524,0.131,3.667,1.702,0.131,0.000,0.393,2.139,0.087,2.357
PHI.G0.04.2,Philosophy,Final Year Undergraduate,M,NS,Essay,1.268,0.141,0.376,0.000,0.470,1.550,0.611,0.094,7.703,1.174,0.282,0.094,0.376,2.161,0.141,2.161
PHI.G0.05.1,Philosophy,Final Year Undergraduate,M,NS,Essay,2.304,0.055,0.933,0.055,0.878,1.262,1.207,0.000,4.279,1.042,0.823,0.000,0.494,2.633,0.000,1.810
PHI.G0.06.1,Philosophy,Final Year Undergraduate,F,NS,Critique,2.276,0.134,0.335,0.000,0.268,1.205,1.606,0.067,1.874,0.602,0.469,0.000,0.268,1.673,0.067,1.740
PHI.G0.06.2,Philosophy,Final Year Undergraduate,F,NS,Critique,2.415,0.261,0.196,0.000,0.131,1.044,0.718,0.000,2.807,2.676,0.131,0.000,0.196,2.480,0.131,1.567
PHI.G0.06.3,Philosophy,Final Year Undergraduate,F,NS,Report,0.639,0.000,0.290,0.000,0.755,0.813,0.639,0.000,3.368,0.755,0.290,0.000,0.058,3.078,1.103,0.871
PHI.G0.06.4,Philosophy,Final Year Undergraduate,F,NS,Essay,1.693,0.068,0.000,0.000,0.068,1.016,0.406,0.135,2.708,0.880,0.000,0.068,0.677,2.099,0.203,1.760
PHI.G0.06.5,Philosophy,Final Year Undergraduate,F,NS,ResponsePaper,0.324,0.000,0.000,0.000,0.324,1.618,1.294,0.000,3.560,0.324,0.000,0.000,0.324,1.618,0.000,1.294
PHI.G0.06.6,Philosophy,Final Year Undergraduate,F,NS,Essay,0.926,0.000,1.389,0.000,0.694,1.852,1.157,0.000,2.778,1.157,0.231,0.000,0.000,2.315,0.694,0.694
PHI.G0.06.7,Philosophy,Final Year Undergraduate,F,NS,Critique,0.000,0.000,0.148,0.000,0.444,3.407,0.148,0.000,3.111,1.037,0.148,0.000,0.148,3.111,0.296,2.963
PHI.G0.06.8,Philosophy,Final Year Undergraduate,F,NS,Essay,1.616,0.044,0.087,0.044,0.306,1.223,0.743,0.000,3.145,0.961,0.306,0.000,0.306,1.442,0.262,3.713
PHI.G0.07.1,Philosophy,Final Year Undergraduate,M,NS,Essay,0.134,0.000,0.804,0.045,0.134,1.743,1.609,0.045,3.038,0.938,0.268,0.000,0.983,1.832,0.357,1.787
PHI.G0.07.2,Philosophy,Final Year Undergraduate,M,NS,Essay,1.981,0.040,0.277,0.000,0.198,1.862,0.555,0.000,2.575,0.872,0.753,0.000,0.792,1.981,0.475,2.892
PHI.G0.08.1,Philosophy,Final Year Undergraduate,M,NS,Report,0.000,0.313,0.000,0.000,0.313,0.521,4.380,0.000,3.441,1.147,0.834,0.000,0.834,1.981,0.000,3.545
PHI.G0.08.2,Philosophy,Final Year Undergraduate,M,NS,Report,0.167,0.251,0.000,0.000,0.585,1.087,2.592,0.000,2.174,0.167,0.585,0.167,0.167,2.090,0.084,5.017
PHI.G0.09.1,Philosophy,Final Year Undergraduate,F,NS,Critique,0.164,0.164,0.383,0.000,0.383,1.148,0.874,0.000,6.393,0.656,0.929,0.055,0.383,2.623,0.109,2.623
